어린이집명,시도명,시군구명,어린이집유형구분,정원수,보육교직원수,소재지도로명주소,어린이집전화번호,어린이집팩스번호,보육실수,놀이터수,CCTV설치수,통학차량운영여부,홈페이지주소,데이터기준일자
참사랑영재어린이집,경기도,시흥시,가정,19,6,"경기도 시흥시 정왕대로53번길 29 109동 101호(정왕동, 한일아파트)",031-434-6674,,,,,Y,,2016-12-31
참뜰어린이집,경기도,시흥시,민간,133,13,경기도 시흥시 매화2로48번길 12 (매화동),031-315-8833,,,,,Y,,2016-12-31
참다솜어린이집,경기도,시흥시,가정,20,7,"경기도 시흥시 정왕대로27번길 29 209동 105호(정왕동, 신동아아파트)",031-431-5980,,,,,Y,,2016-12-31
주공동화나라어린이집,경기도,시흥시,가정,15,6,"경기도 시흥시 정왕대로28번길 29 111동 103호(정왕동, 동남)",031-498-5767,,,,,N,,2016-12-31
작은등대어린이집,경기도,시흥시,가정,20,6,"경기도 시흥시 은행로 107 310동 104호(은행동, 대우그린3차아파트)",031-312-5280,,,,,N,,2016-12-31
자연앤어린이집,경기도,시흥시,가정,20,5,"경기도 시흥시 승지로 78 404동 101호(능곡동, 자연앤아파트)",031-317-6424,,,,,N,,2016-12-31
은하어린이집,경기도,시흥시,가정,20,4,"경기도 시흥시 시청로 59 503동 101호(장현동, 새재마을청구5단지아파트)",031-317-7018,,,,,N,,2016-12-31
월곶아이세상어린이집,경기도,시흥시,가정,20,6,"경기도 시흥시 월곶중앙로 11 306동 101호(월곶동, 진주마을월곶풍림아이원3차아파트)",031-435-1884,,,,,N,,2016-12-31
우리아이어린이집,경기도,시흥시,가정,20,6,"경기도 시흥시 정왕대로117번길 9 209동 104호(정왕동, 주공2차아파트)",031-498-7241,,,,,N,,2016-12-31
왕자와공주어린이집,경기도,시흥시,가정,20,6,"경기도 시흥시 중심상가로 285 117동 104호(정왕동, 건영1차아파트)",031-499-9711,,,,,N,,2016-12-31
예지움어린이집,경기도,시흥시,가정,19,5,"경기도 시흥시 목감초등길 4 101동 107호(조남동, 삼호가든아파트)",031-487-9752,,,,,N,,2016-12-31
예쁜성원어린이집,경기도,시흥시,가정,15,6,"경기도 시흥시 은행로149번길 3 101동 101호(은행동, 시흥성원아파트)",031-314-0566,,,,,N,,2016-12-31
아이원어린이집,경기도,시흥시,가정,16,5,"경기도 시흥시 월곶중앙로70번길 11 111동 107호(월곶동, 진주마을월곶풍림아이원1차아파트)",031-504-9239,,,,,N,,2016-12-31
햇님나라어린이집,경기도,시흥시,가정,20,6,"경기도 시흥시 시청로 71 501동 101호(장현동, 새재마을청구5단지아파트)",031-317-4933,,,,,N,,2016-12-31
아이맘어린이집,경기도,시흥시,가정,18,4,"경기도 시흥시 하중로133번길 3 103동 107호(하중동, 관곡마을동아아파트)",031-404-4654,,,,,N,,2016-12-31
아이꿈터어린이집,경기도,시흥시,가정,20,6,"경기도 시흥시 월곶중앙로14번길 87 202동 101호(월곶동, 진주마을월곶풍림아이원2차아파트)",031-503-0288,,,,,N,,2016-12-31
예빛어린이집,경기도,시흥시,가정,20,7,"경기도 시흥시 월곶중앙로14번길 9 401동 104호(월곶동, 월곶풍림아이원4차아파트)",031-404-7895,,,,,N,,2016-12-31
예꼬어린이집,경기도,시흥시,민간,32,6,경기도 시흥시 장곡로54번길 31 1층,031-317-4055,,,,,N,,2016-12-31
아인어린이집,경기도,시흥시,가정,13,4,"경기도 시흥시 정왕대로143번길 32 404동 104호(정왕동, 주공4차아파트)",031-506-1240,,,,,N,,2016-12-31
조아어린이집,경기도,시흥시,민간,30,9,경기도 시흥시 능곡로 120 신일해피트리아파트 관리동,031-317-2123,,,,,Y,,2016-12-31
자연앤꿈나무어린이집,경기도,시흥시,민간,36,8,경기도 시흥시 승지로 78 자연앤아파트 관리동 1층 (능곡동),031-312-4863,,,,,Y,,2016-12-31
아기소리어린이집,경기도,시흥시,가정,20,4,"경기도 시흥시 시흥대로 1133 102동 104호(신천동, 휴먼시아 아파트)",031-311-4279,,,,,N,,2016-12-31
호반늘푸른어린이집,경기도,시흥시,가정,20,6,경기도 시흥시 배곧3로 27-8 호반베르디움 809동 102호,031-488-6342,,,,,N,,2016-12-31
열매어린이집,경기도,시흥시,가정,20,7,"경기도 시흥시 정왕신길로49번길 26 106동 101호(정왕동, 미주아파트)",031-507-9920,,,,,Y,,2016-12-31
연꽃마을아이솔어린이집,경기도,시흥시,민간,33,5,경기도 시흥시 관곡지로 222 대우삼호 관리동 (하상동),031-318-1877,,,,,Y,,2016-12-31
에코스토리어린이집,경기도,시흥시,가정,20,5,"경기도 시흥시 함송로29번길 36 205동 103호(정왕동, 세종2차아파트)",031-503-4619,,,,,Y,,2016-12-31
맑은샘어린이집,경기도,시흥시,가정,20,6,"경기도 시흥시 정왕신길로49번길 19 217동 102호(정왕동, 서해2차아파트)",031-432-9887,,,,,Y,,2016-12-31
또래친구어린이집,경기도,시흥시,가정,20,7,"경기도 시흥시 매화로 57-1 101동 101호(매화동, 대성아파트)",031-315-5979,,,,,Y,,2016-12-31
딩동댕어린이집,경기도,시흥시,민간,28,5,경기도 시흥시 정왕2동 월드아파트 상가2층,031-432-5285,,,,,Y,,2016-12-31
드림키즈어린이집,경기도,시흥시,가정,18,6,"경기도 시흥시 은행로 189 104동 103호(대야동, 청구1차아파트)",031-404-1333,,,,,Y,,2016-12-31
동화속어린이집,경기도,시흥시,가정,17,5,"경기도 시흥시 중심상가로 248 602동 102호(정왕동, 주공6단지아파트)",031-319-1055,,,,,Y,,2016-12-31
집현전어린이집,경기도,시흥시,민간,99,19,경기도 시흥시 군자로492번길 19 아주402동상가2층,031-493-2442,,,,,Y,,2016-12-31
지혜샘어린이집,경기도,시흥시,민간,199,24,경기도 시흥시 봉우순환로3번길 20-8,031-431-7373,,,,,Y,,2016-12-31
주닮어린이집,경기도,시흥시,가정,15,4,"경기도 시흥시 정왕대로28번길 29 110동 104호(정왕동, 동남)",031-431-1909,,,,,Y,,2016-12-31
시흥수정어린이집,경기도,시흥시,가정,20,7,"경기도 시흥시 시흥대로1074번길 28 102동 112호(은행동, 녹원아파트)",031-312-1487,,,,,Y,,2016-12-31
시화원광어린이집,경기도,시흥시,법인·단체등,49,7,경기도 시흥시 군서로54번길 5-1,031-431-9309,,,,,Y,,2016-12-31
시온어린이집,경기도,시흥시,민간,69,10,경기도 시흥시 시흥대로1073번길 4-8,031-311-5223,,,,,Y,,2016-12-31
스타어린이집,경기도,시흥시,민간,39,8,경기도 시흥시 미산로143번길 15-1,070-4624-0079,,,,,Y,,2016-12-31
산호마을어린이집,경기도,시흥시,민간,43,9,경기도 시흥시 월곶중앙로 87-1 풍림2차아파트 관리동1층,031-435-4279,,,,,N,,2016-12-31
아이플러스어린이집,경기도,시흥시,민간,72,10,경기도 시흥시 군서로 49-1,031-432-0951,,,,,Y,,2016-12-31
아이세상어린이집,경기도,시흥시,가정,19,5,"경기도 시흥시 함송로29번길 54 103동 101호(정왕동, 세종1차아파트)",031-503-9291,,,,,Y,,2016-12-31
아름샘어린이집,경기도,시흥시,가정,20,7,"경기도 시흥시 진말로 46 110동 103호(장곡동, 진말삼환한진1차아파트)",031-435-0633,,,,,Y,,2016-12-31
도원어린이집,경기도,시흥시,민간,93,9,경기도 시흥시 신흥마을4길 7 (신천동),031-404-9260,,,,,Y,,2016-12-31
도란도란어린이집,경기도,시흥시,가정,19,6,"경기도 시흥시 정왕대로53번길 7 112동 104호(정왕동, 주공1차아파트)",031-432-0283,,,,,Y,,2016-12-31
대우어린이집,경기도,시흥시,가정,20,6,"경기도 시흥시 진말로 36 116동 101호(장곡동, 진말대우1차아파트)",031-318-0817,,,,,Y,,2016-12-31
다하어린이집,경기도,시흥시,가정,13,3,"경기도 시흥시 함송로 61 108동 103호(정왕동, 보성아파트)",031-503-9096,,,,,Y,,2016-12-31
사랑모아어린이집,경기도,시흥시,가정,17,6,"경기도 시흥시 월곶중앙로14번길 87 208동 101호(월곶동, 진주마을월곶풍림아이원2차아파트)",031-506-7036,,,,,N,,2016-12-31
보배어린이집,경기도,시흥시,가정,20,4,"경기도 시흥시 중심상가로 125 111동 102호(정왕동, 계룡1차아파트)",031-499-7177,,,,,N,,2016-12-31
하늘어린이집,경기도,시흥시,민간,62,11,경기도 시흥시 신천로79번길 24 (신천동),031-318-5115,,,,,Y,,2016-12-31
풀씨어린이집,경기도,시흥시,가정,19,6,"경기도 시흥시 중심상가로 247 510동 106호(정왕동, 시화평안마을건영5차아파트)",031-319-7135,,,,,Y,,2016-12-31
푸르지오은행어린이집,경기도,시흥시,민간,39,7,경기도 시흥시 은행로 93-1 관리동2층,031-503-5611,,,,,Y,,2016-12-31
푸르니어린이집,경기도,시흥시,가정,19,6,"경기도 시흥시 중심상가로 285 121동 104호(정왕동, 건영1차아파트)",031-499-0990,,,,,Y,,2016-12-31
토마토어린이집,경기도,시흥시,가정,20,4,"경기도 시흥시 군자로534번안길 18-9 102동 104호(거모동, 녹원)",031-492-8416,,,,,Y,,2016-12-31
큰숲어린이집,경기도,시흥시,민간,245,28,경기도 시흥시 오이도중앙로 24-10 큰숲어린이집,031-499-1000,,,,,Y,,2016-12-31
별어린이집,경기도,시흥시,가정,20,6,"경기도 시흥시 정왕대로143번길 32 408동 104호(정왕동, 주공4차아파트)",031-488-9549,,,,,N,,2016-12-31
벽산어린이집,경기도,시흥시,가정,19,3,"경기도 시흥시 은행로216번길 13 103동 102호(대야동, 벽산아파트)",031-318-1402,,,,,N,,2016-12-31
미래키움어린이집,경기도,시흥시,직장,25,8,경기도 시흥시 시청로72번길 21-2 1층,031-317-5678,,,,,N,,2016-12-31
목감퍼스트어린이집,경기도,시흥시,민간,64,11,경기도 시흥시 목감둘레로 229-10 목감퍼스트빌 관리동,031-485-5550,,,,,N,,2016-12-31
둥지어린이집,경기도,시흥시,가정,15,5,"경기도 시흥시 인선길 63 215동 103호(장곡동, 숲속마을2단지아파트)",031-317-1451,,,,,N,,2016-12-31
두빛나래어린이집,경기도,시흥시,가정,17,5,"경기도 시흥시 목감둘레로 229-10 1405동 101호 (목감동, 목감퍼스트리움)",031-439-5400,,,,,N,,2016-12-31
도담키즈어린이집,경기도,시흥시,가정,15,5,"경기도 시흥시 은행로149번길 3 102동 103호(은행동, 시흥성원아파트)",031-506-3680,,,,,N,,2016-12-31
담비어린이집,경기도,시흥시,가정,15,5,"경기도 시흥시 중심상가로 286 122동 101호(정왕동, 두산)",031-8044-0052,,,,,N,,2016-12-31
능곡현대어린이집,경기도,시흥시,가정,20,4,"경기도 시흥시 능곡중앙로 33 802동 104호(능곡동, 현대힐스테이트아파트)",031-312-6209,,,,,N,,2016-12-31
꿈공장어린이집,경기도,시흥시,가정,20,6,"경기도 시흥시 시흥대로268번길 75 1403동 102호(능곡동, 우남퍼스트빌)",031-404-2302,,,,,N,,2016-12-31
꼬마친구어린이집,경기도,시흥시,가정,15,5,"경기도 시흥시 은행로149번길 13 101동 111호(은행동, 신명)",031-317-1506,,,,,N,,2016-12-31
금모래어린이집,경기도,시흥시,가정,19,7,"경기도 시흥시 은행로 107 308동 106호(은행동, 대우그린3차아파트)",031-435-5522,,,,,N,,2016-12-31
그린나래어린이집,경기도,시흥시,가정,20,6,"경기도 시흥시 인선길 63 218동 104호(장곡동, 숲속마을2단지아파트)",031-317-5123,,,,,N,,2016-12-31
골드어린이집,경기도,시흥시,가정,20,4,경기도 시흥시 배곧4로 81-13 103동 102호(배곧골드클래스),031-432-2100,,,,,N,,2016-12-31
개구쟁이어린이집,경기도,시흥시,가정,18,4,"경기도 시흥시 관곡지로 222 317동 101호(하상동, 연꽃마을대우삼호3단지아파트)",031-504-8606,,,,,N,,2016-12-31
ABC어린이집,경기도,시흥시,민간,21,9,경기도 시흥시 군서마을로 22 (정왕동),031-499-8846,,,,,N,,2016-12-31
신나는자연어린이집,경기도,시흥시,가정,15,9,"경기도 시흥시 중심상가로 224 607동 103호(정왕동, 영남6차아파트)",031-499-6903,,,,,N,,2016-12-31
시화두산어린이집,경기도,시흥시,민간,39,7,경기도 시흥시 중심상가로 286 두산아파트 관리동 1층,031-503-0676,,,,,N,,2016-12-31
시립정왕어린이집,경기도,시흥시,국공립,42,10,경기도 시흥시 정왕대로53번길 38 시립정왕어린이집,031-496-0015,,,,,N,,2016-12-31
호야토야어린이집,경기도,시흥시,가정,17,7,경기도 시흥시 옥구천동로 451 105-104,031-431-2651,,,,,Y,,2016-12-31
행복한어린이집,경기도,시흥시,가정,16,3,"경기도 시흥시 관곡지로 222 320동 102호(하상동, 연꽃마을대우삼호3단지아파트)",031-503-4155,,,,,Y,,2016-12-31
햇살가득어린이집,경기도,시흥시,가정,18,5,"경기도 시흥시 중심상가로 106 103동 102호(정왕동, 진로)",031-504-6700,,,,,Y,,2016-12-31
해피누리어린이집,경기도,시흥시,민간,27,8,경기도 시흥시 월곶해안로 29-22 1층,031-435-5943,,,,,Y,,2016-12-31
사회복지법인 거모어린이집,경기도,시흥시,사회복지법인,162,20,경기도 시흥시 한우물로 49 (거모동),031-492-8455,,,,,Y,,2016-12-31
해오름어린이집,경기도,시흥시,민간,32,8,경기도 시흥시 중심상가로 224 영남6단지 관리동 1층,031-497-1656,,,,,Y,,2016-12-31
능곡숲어린이집,경기도,시흥시,민간,62,11,경기도 시흥시 능곡로76번길 1 (화정동),031-318-2042,,,,,Y,,2016-12-31
느티나무어린이집,경기도,시흥시,가정,19,7,"경기도 시흥시 중심상가로 247 502동 104호(정왕동, 시화평안마을건영5차아파트)",031-499-1988,,,,,Y,,2016-12-31
노란민들레  어린이집,경기도,시흥시,민간,26,6,경기도 시흥시 시흥대로1089번길 31 한솔빌라 1층 (신천동),031-312-2988,,,,,Y,,2016-12-31
나무뜰어린이집,경기도,시흥시,민간,99,13,경기도 시흥시 군서로 15-1,031-431-2239,,,,,Y,,2016-12-31
꿈초롱어린이집,경기도,시흥시,가정,19,4,"경기도 시흥시 매화로 145 101동 104호(도창동, 에이스)",031-318-1551,,,,,Y,,2016-12-31
시립배곧호반어린이집,경기도,시흥시,국공립,43,9,경기도 시흥시 배곧3로 27-8 시흥시 정왕동 2485번지 호반베르디움아파트 관리동 아파트,031-319-1947,,,,,N,,2016-12-31
시립목감복지어린이집,경기도,시흥시,국공립,65,10,경기도 시흥시 목감초등길 45 (조남동),031-403-8765,,,,,N,,2016-12-31
시립대헌어린이집,경기도,시흥시,국공립,22,7,경기도 시흥시 문화마을로6번길 5-2,031-311-4692,,,,,N,,2016-12-31
시립능곡주공9단지어린이집,경기도,시흥시,국공립,25,5,경기도 시흥시 능곡중앙로 34 휴먼시아 9단지 903동 1층 (능곡동),031-318-1409,,,,,N,,2016-12-31
시립능곡주공5단지어린이집,경기도,시흥시,국공립,25,5,경기도 시흥시 능곡중앙로 77 휴먼시아502동 1층 (능곡동),031-317-7172,,,,,N,,2016-12-31
시립능곡어린이집,경기도,시흥시,국공립,87,15,경기도 시흥시 장현능곡로 214 (능곡동),031-318-9220,,,,,N,,2016-12-31
스카이어린이집,경기도,시흥시,가정,20,7,경기도 시흥시 배곧3로 27-7 sk뷰 702동 102호,031-509-5333,,,,,N,,2016-12-31
숲속어린이집,경기도,시흥시,가정,20,6,"경기도 시흥시 월곶해안로 87 106동 102호(월곶동, 진주마을월곶풍림아이원1차아파트)",031-504-0584,,,,,N,,2016-12-31
꽃나라어린이집,경기도,시흥시,가정,20,5,"경기도 시흥시 하중로209번길 9 201동 104호(하중동, 참이슬마을아파트)",031-503-8590,,,,,Y,,2016-12-31
꼬마요정어린이집,경기도,시흥시,가정,17,5,경기도 시흥시 정왕2동 1394-2번지 영남4차아파트 관리동 2층,031-319-0090,,,,,Y,,2016-12-31
꼬꼬마어린이집,경기도,시흥시,가정,20,5,"경기도 시흥시 정왕대로143번길 35 101동 104호(정왕동, 영화아파트)",031-431-7623,,,,,Y,,2016-12-31
글로벌아름나라어린이집,경기도,시흥시,민간,94,12,경기도 시흥시 시흥대로1089번길 19-7,031-317-4685,,,,,Y,,2016-12-31
소라어린이집,경기도,시흥시,가정,16,5,"경기도 시흥시 중심상가로 72 7217동 103호(정왕동, 대림2차아파트)",031-499-4241,,,,,Y,,2016-12-31
세종어린이집,경기도,시흥시,민간,99,11,경기도 시흥시 군자로481번길 13 세종어린이집 (거모동),031-495-7946,,,,,Y,,2016-12-31
세심어린이집,경기도,시흥시,민간,35,9,경기도 시흥시 시흥대로 1059 세심어린이집 (신천동),031-314-0056,,,,,Y,,2016-12-31
성천어린이집,경기도,시흥시,민간,33,4,경기도 시흥시 하중로221번길 8-10 1층 (하중동),031-318-5030,,,,,Y,,2016-12-31
성심어린이집,경기도,시흥시,가정,19,4,"경기도 시흥시 정왕신길로 141 103동 106호(정왕동, 아주)",031-503-6749,,,,,Y,,2016-12-31
샤론어린이집,경기도,시흥시,가정,16,3,"경기도 시흥시 정왕신길로111번길 8 109동 105호(정왕동, 한신공영)",031-432-4137,,,,,Y,,2016-12-31
샛별어린이집,경기도,시흥시,가정,19,7,"경기도 시흥시 정왕대로143번길 8 511동 101호(정왕동, 주공5차아파트)",031-319-5760,,,,,Y,,2016-12-31
색동어린이집,경기도,시흥시,가정,20,4,"경기도 시흥시 중심상가로 13 6308동 102호(정왕동, 대림1차아파트)",031-319-7270,,,,,Y,,2016-12-31
계룡해솔어린이집,경기도,시흥시,민간,27,5,경기도 시흥시 정왕대로28번길 8 계룡2차아파트 관리동1층 어린이집,031-432-1980,,,,,Y,,2016-12-31
