시군명,시설명,전화번호,지정일자,소재지우편번호,소재지지번주소,소재지도로명주소,WGS84경도,WGS84위도
수원시,성모수메디컬의원,031-294-7502,2010-10-30,16382,경기도 수원시 권선구 금곡동 520번지 LG빌리지 주상가 308~309호,경기도 수원시 권선구 금곡로73번길 71,126.9336529,37.2751522
양주시,성모예일내과의원,031-821-7311,2016-06-16,11487,경기도 양주시 삼숭동 685-1번지 GS양주프라자1상가 2305,경기도 양주시 삼숭로38번길 80,127.1058377,37.7959524
광주시,성모우리내과의원,031-797-0200,2013-11-25,12711,경기도 광주시 퇴촌면 광동리 226번지 성모우리내과,경기도 광주시 퇴촌면 광동로 33,127.3063815,37.4706628
화성시,성모우리이비인후과의원,031-8055-8642,2016-04-06,18476,"경기도 화성시 청계동 535-7번지 범환프라자 5층 503,504호",경기도 화성시 동탄순환대로 617,127.1147335,37.2007483
수원시,성모의원,031-233-4519,2009-08-03,16585,경기도 수원시 권선구 권선동 1188-1번지 성지상가 203호,경기도 수원시 권선구 경수대로302번길 32,127.0222015,37.2521315
안양시,성모의원,031-474-8050,2010-10-30,13974,경기도 안양시 만안구 석수동 785번지 석수3동 785,경기도 안양시 만안구 와룡로 34,126.8977042,37.4073049
양주시,성모의원,031-863-2098,2010-10-28,11443,경기도 양주시 덕계동 681-23번지,경기도 양주시 평화로 1435,127.045926,37.8189456
부천시,성모의원,032-665-6975,2009-04-22,14745,경기도 부천시 송내동 463-68번지 송내2동 463-68,경기도 부천시 성주로 90,126.7661865,37.4792668
용인시,성모이비인후과의원,031-322-7575,2012-07-24,17049,경기도 용인시 처인구 김량장동 328번지,경기도 용인시 처인구 금령로12번길 1,127.1977347,37.2345829
고양시,성모이십오의원,031-904-3365,2011-10-28,10401,경기도 고양시 일산동구 장항동 769번지 고일프라자 3층 303-305호,경기도 고양시 일산동구 중앙로1275번길 60-14,126.7695137,37.6595777
화성시,성모정형외과의원,031-352-5871,2009-02-17,18593,경기도 화성시 향남읍 평리 137-21번지 평리 137-21,경기도 화성시 향남읍 삼천병마로 177,126.9089386,37.129257
화성시,성모플러스내과의원,031-613-0075,2009-10-09,18453,"경기도 화성시 반송동 88-13번지 401,402호",경기도 화성시 동탄반석로 196,127.0723857,37.2060248
수원시,성모플러스이비인후과의원,070-7556-8840,2013-04-15,16635,경기도 수원시 권선구 오목천동 500-1번지,경기도 수원시 권선구 삼천병마로1592번길 3,126.9637618,37.2448823
부천시,성모혜민내과의원,032-322-0875,2015-04-01,14538,경기도 부천시 중동 1034-5번지 씨티오피스빌딩 502호,경기도 부천시 길주로 221,126.7672258,37.5047129
안산시,성민의원,031-493-7572,2016-06-29,15393,"경기도 안산시 단원구 원곡동 798-11번지 2,3,4층",경기도 안산시 단원구 중앙대로 457,126.7899381,37.3281412
가평군,성민의원,031-584-7004,2010-10-28,12452,경기도 가평군 청평면 청평리 465-5번지 465-5번지,경기도 가평군 청평면 청평중앙로 47,127.4196475,37.7380232
용인시,성복이안소아청소년과의원,031-264-6001,2012-11-01,16850,경기도 용인시 수지구 성복동 139번지 웰스톤갤러리 302호,경기도 용인시 수지구 성복2로 108-2,127.0744948,37.3159311
부천시,성상민소아청소년과의원,032-679-7297,2010-03-15,14408,경기도 부천시 고강동 347-6번지 성상민소아청소년과의원,경기도 부천시 역곡로 478,126.8163662,37.5271633
수원시,성심가정의원,031-223-1345,2015-09-30,16560,"경기도 수원시 권선구 권선동 1265번지 보성,유원아파트 유원상가 204호",,127.0280279,37.2488507
평택시,성심가정의원,031-654-1345,2014-06-09,17841,경기도 평택시 동삭동 343-2번지 삼익사이버아파트 205호 상가,경기도 평택시 동삭로 397,127.0963332,37.0217161
안성시,성심가정의원,031-671-3775,2010-11-05,17535,경기도 안성시 금광면 신양복리 139-1번지 홍익아파트 상가 2층,경기도 안성시 금광면 종합운동장로 132,127.3298121,37.010607
부천시,성심가정의원,032-665-5589,2009-02-16,14715,경기도 부천시 심곡본동 655-24번지 심곡본1동 655-24,경기도 부천시 경인로216번길 56,126.7790136,37.4808596
수원시,성심내과의원,031-292-1678,2010-11-02,16619,경기도 수원시 권선구 서둔동 45-131번지,경기도 수원시 권선구 세화로169번길 25,126.9916419,37.2665941
안양시,성심내과의원,031-382-0875,2010-10-29,13926,경기도 안양시 동안구 비산동 405-19번지 2층,경기도 안양시 동안구 관악대로 169,126.942732,37.3991372
양주시,성심내과의원,031-855-2288,2016-06-17,11510,경기도 양주시 백석읍 복지리 127번지 복지리 127,경기도 양주시 백석읍 양주산성로 564,126.9914613,37.7872576
안양시,성심소아청소년과의원,031-464-2030,2010-10-29,13994,경기도 안양시 만안구 안양동 90-1번지 삼성아파트단지상가 204호,,126.9240379,37.4021896
화성시,성심의원,031-356-2381,2012-01-12,18261,경기도 화성시 남양읍 남양리 1235-2번지 2층,경기도 화성시 남양읍 남양시장로 80,126.8181533,37.2095773
용인시,성안의원,031-265-3699,2012-11-01,16874,경기도 용인시 수지구 죽전동 1259-1번지 3층,경기도 용인시 수지구 푸른솔로 87,127.1182475,37.3261502
성남시,성윤아소아청소년과의원,031-751-7577,2010-11-01,13426,경기도 성남시 중원구 도촌동 568번지 도촌프라자 304호,경기도 성남시 중원구 도촌남로 37,127.1516946,37.4145652
구리시,성재소아과의원,031-563-2319,2010-11-01,11926,경기도 구리시 인창동 280-4번지 명동빌딩 305호,경기도 구리시 경춘로 223,127.1400047,37.6008413
광명시,성지외과의원,02-2615-6553,2016-06-10,14219,경기도 광명시 광명동 92-7번지 92-7 성지외과의원,경기도 광명시 광명로 944,126.8563195,37.4828458
안양시,성현내과의원,031-387-6991,2016-06-15,14048,경기도 안양시 동안구 비산동 1108-1번지 동안프라자 3층,경기도 안양시 동안구 시민대로 175,126.950372,37.391248
오산시,세교유소아청소년과의원,031-374-7540,2012-01-01,18109,경기도 오산시 금암동 516-6번지 세교신도시금암마을웅신아트프라자 4층,경기도 오산시 수청로 189,127.045863,37.1767535
고양시,세란가정의원,031-972-0543,2013-02-26,10530,경기도 고양시 덕양구 행신동 785-1번지 소만빌딩 301호,경기도 고양시 덕양구 충경로 96,126.8402942,37.6151344
김포시,세란산부인과의원,031-998-8800,2016-06-25,10083,경기도 김포시 장기동 1602번지 정현메디피아 6층,경기도 김포시 김포한강4로 131,126.6664732,37.6448503
수원시,세란의원,031-294-7557,2010-10-30,16409,경기도 수원시 권선구 구운동 496-2번지,경기도 수원시 권선구 구운로 32,126.9748175,37.2771243
고양시,세란의원,031-904-3263,2012-04-25,10414,경기도 고양시 일산동구 장항동 898-1번지 금강프라자 3층,경기도 고양시 일산동구 장백로 172,126.7777132,37.6501605
부천시,세란의원,032-326-3251,2009-02-27,14537,경기도 부천시 중동 1031-3 영라이프빌딩 305호,경기도 부천시 길주로 177,126.7629377,37.5052629
성남시,세민의원,031-752-2275,2009-02-23,13110,경기도 성남시 수정구 태평동 6795번지 그린월드 2층,경기도 성남시 수정구 성남대로 1275-1,127.1265978,37.4437146
남양주시,세브란스가정의학과의원,031-521-4696,2012-01-26,12273,경기도 남양주시 와부읍 도곡리 985번지 두산위브아파트 상가 210호,경기도 남양주시 와부읍 덕소로 180,127.2156695,37.5800967
성남시,세브란스내과의원,031-757-8886,2016-06-02,13316,경기도 성남시 수정구 수진동 2946-1번지 1층,경기도 성남시 수정구 제일로 155,127.1317674,37.4402492
의왕시,세브란스소아청소년과의원,031-462-7582,2010-11-01,16085,경기도 의왕시 삼동 208-10번지 208-10 세브란스소아과1층,경기도 의왕시 부곡중앙로 41,126.9535346,37.3212585
수원시,세브란스의원,031-216-2196,2009-04-06,16519,경기도 수원시 영통구 원천동 550-4번지 주공종합상가 2층,경기도 수원시 영통구 중부대로448번길 100,127.0590031,37.2667976
안양시,세브란스의원,031-386-3993,2011-06-22,13936,경기도 안양시 동안구 관양동 1399-2번지 신원빌딩 2층,경기도 안양시 동안구 관평로 315-1,126.9571394,37.4045497
군포시,세브란스의원,031-395-6383,2010-11-01,15822,경기도 군포시 산본동 1148-4번지 금강2단지주공상가 208호,경기도 군포시 고산로517번길 20,126.9203682,37.360146
의정부시,세빛가정의학과의원,031-847-5135,2011-04-13,11782,경기도 의정부시 신곡동 169-20번지 성원아파트상가 207호,,127.072516,37.7370185
고양시,세솔메디컬의원,02-6964-7582,2016-06-17,10568,"경기도 고양시 덕양구 신원동 620-1번지 파스텔 시티 504,505,506,507호",경기도 고양시 덕양구 권율대로 893,126.8897049,37.6635473
하남시,세실내과의원,031-791-8276,2016-06-20,12947,경기도 하남시 신장동 523-1번지 현대베스코아 703호,경기도 하남시 대청로 33,127.2159204,37.5410117
부천시,세연의원,032-665-4567,2010-03-09,14720,경기도 부천시 송내동 299-12번지 성신빌딩 2층,경기도 부천시 송내대로42번길 28,126.7549228,37.4870824
김포시,세영소아청소년과의원,031-996-7110,2014-05-13,10073,경기도 김포시 운양동 1297-7번지 한강프라자 504호,경기도 김포시 김포한강11로 288-27,126.6833474,37.6547808
수원시,세원산부인과의원,031-225-1020,2016-04-26,16590,경기도 수원시 권선구 세류동 1101-1번지 세원산부인과의원,경기도 수원시 권선구 경수대로 287,127.0196205,37.2527356
하남시,세인가정의학과의원,031-791-3343,2009-02-20,12946,"경기도 하남시 신장동 527번지 한국아파트상가 206호, 207호",경기도 하남시 대청로59번길 15,127.2178915,37.541819
군포시,세인소아청소년과의원,031-398-9177,2010-11-01,15825,경기도 군포시 산본동 1146-4번지 주상복합상가에이비동 212호,경기도 군포시 산본천로 39,126.9278972,37.360169
수원시,세인트마리소아청소년과의원,031-289-3100,2016-07-19,16391,경기도 수원시 권선구 금곡동 1109-2번지 1층,경기도 수원시 권선구 금곡로197번길 70,126.9539141,37.2754326
고양시,서울소아과의원,031-976-9200,2010-10-29,10341,경기도 고양시 일산서구 일산동 542-2번지 엑설런트빌딩 202호,경기도 고양시 일산서구 일중로 55,126.7751497,37.6844013
광명시,서울소아청소년과의원,02-897-1107,2011-09-08,14318,경기도 광명시 소하동 1364번지 신촌프라자 3층 304호,경기도 광명시 하안로 112,126.8916234,37.448295
수원시,서울소아청소년과의원,031-203-6261,2009-02-18,16699,경기도 수원시 영통구 영통동 968번지 동보신명아파트상가 203호,경기도 수원시 영통구 매영로310번길 87,127.0652469,37.2508823
용인시,서울소아청소년과의원,031-217-1188,2010-11-01,16953,경기도 용인시 기흥구 영덕동 975-2번지 웰스프라자 403호,경기도 용인시 기흥구 흥덕중앙로 41,127.0714694,37.276432
수원시,서울소아청소년과의원,031-293-9618,2010-10-07,16420,경기도 수원시 장안구 천천동 334-2번지 정문상가 201호,경기도 수원시 장안구 화산로 87,126.9823681,37.2916504
의왕시,서울소아청소년과의원,031-423-2047,2012-10-04,16004,경기도 의왕시 포일동 662-2번지 포일프라자 402호 서울소아청소년과의원,경기도 의왕시 봇들로 40,126.9852532,37.396304
화성시,서울소아청소년과의원,031-613-2851,2015-09-11,18455,경기도 화성시 반송동 107-1번지 501호,경기도 화성시 동탄반석로 124,127.0714677,37.1999433
안성시,서울소아청소년과의원,031-654-7600,2015-06-01,17561,경기도 안성시 공도읍 만정리 821-1번지 성지프라자 202호,경기도 안성시 공도읍 공도로 91,127.1710823,37.0000261
성남시,서울소아청소년과의원,031-713-7340,2010-10-31,13597,경기도 성남시 분당구 수내동 28-4번지 수내프라자 2층,경기도 성남시 분당구 내정로165번길 10-6,127.1190209,37.3741465
성남시,서울소아청소년과의원,031-721-8002,2010-11-01,13316,경기도 성남시 수정구 수진동 2929번지 2층,경기도 성남시 수정구 제일로 159,127.1316211,37.4405827
광주시,서울소아청소년과의원,031-798-0900,2010-11-02,12759,경기도 광주시 역동 8-20번지 서울클리닉 5층,경기도 광주시 중앙로 95-3,127.2587574,37.4079218
양주시,서울소아청소년과의원,031-841-3995,2009-02-25,11486,경기도 양주시 삼숭동 683-2번지 683-2 GS프라자 2상가 3층,경기도 양주시 삼숭로38번길 71,127.1050895,37.7967278
부천시,서울수가정의학과의원,032-677-8575,2009-09-16,14479,경기도 부천시 여월동 334번지 여월프라자 302호,경기도 부천시 여월로 72,126.8062816,37.511749
평택시,서울수의원,031-651-0177,2016-05-13,17989,경기도 평택시 팽성읍 송화리 779-1번지,경기도 평택시 팽성읍 부용로 27,127.0586784,36.9631882
의정부시,서울시티의원,031-826-1110,2012-01-12,11630,경기도 의정부시 호원동 377-10번지 2층,경기도 의정부시 범골로 39,127.038988,37.7282942
남양주시,서울아산내과의원,031-559-6650,2011-04-29,12223,경기도 남양주시 평내동 579-2번지 오렌지웰빙타워 401호,경기도 남양주시 경춘로1256번길 9,127.2353352,37.646029
광명시,서울아산임내과의원,02-899-7582,2016-06-09,14313,"경기도 광명시 소하동 55-63번지 스페이스빌딩 301,302호",경기도 광명시 하안로 200,126.8865955,37.4549305
의정부시,서울아이키소아청소년과의원,031-851-3001,2015-11-02,11813,경기도 의정부시 민락동 804-8번지 302호,경기도 의정부시 오목로225번길 162,127.0958502,37.7445524
